_input_hash;_task_hash;tweet_id;text;opt_LIBERDADE_4;opt_OPRESSAO_4;opt_LIBERDADE_5;opt_OPRESSAO_5;opt_LIBERDADE_6;opt_OPRESSAO_6;annotated_1;annotated_2;annotated_3;annotated_4;annotated_5;annotated_6;n_opt;annot_complete;ABORRECIMENTO;ADMIRACAO;ALEGRIA;ALIVIO;AMOR;APROVACAO;COMPRAIXAO;CONFUSAO;CURIOSIDADE;DECEPCAO;DESAPROVACAO;DESEJO;DIVERSAO;ENTUSIASMO;GRATIDAO;INVEJA;LUTO;MEDO;NERVOSISMO;EMONEUTRO;NOJO;ORGULHO;OTIMISMO;RAIVA;REMORSO;SAUDADE;SCHADENFREUDE;SURPRESA;TRISTEZA;VERGONHA;AUTORIDADE;CUIDADO;DESLEALDADE;IMORAL;IMPUREZA;LEALDADE;LIBERDADE;MALTRATO;MORAL;MORALNEUTRO;OPRESSAO;PUREZA
-555632266;2040338666;1511115547357978625;é sobre fazer medicina pra cuidar dos outros e não ter tempo pra cuidar de si próprio🤩 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372584756;-1171558973;1511121405777219589;eu n tenho mais- ;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1397678413;438020558;1511028689068335112;Que dor de cabeça, Jesus 😞 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
512900548;1398389609;1408037502594780000;sim serio, mas fiquei com dó do patrick dps;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1952509042;1325355349;1511044908450299914;A minha mãe detesta bbb, ela chama de nojeira da tv, mas hoje ela estava toda preocupada com o Rodrigo Mussi. “Ele tá mal tadinho!” É sobre se importar com a dor do outro. #Rodrigo #Rodrigo Mussi #bbb22 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
-178389567;-1861228770;1511119981228044293;Armysss!!! Correm aq  Todo mundo já tá sabendo da foto vazada, por favor não vão tacar hate no Tae , ele já é adulto , sabe o que faz , cigarro é sim prejudicial a saúde , mas o q vcs vão ganhar tacando hate??? Ele cometeu algum crime ?? É menor de idade?? ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
-1925644874;-1779460173;1511122550260219910;aprendi q ngm de fato se importa ent parei de falar 70% das coisas p todo mundo, inclusive minha mãe ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
-871641035;-736304531;1511046152900288513;meu pai é muito fofo, sem base ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1441104756;1657088172;1511114196586532869;deixou de ser cego graças a deus ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
377149069;469658302;1511122649472278534;o maior crime do mundo aqui no tt eh ter pai ;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1567163143;-424082723;1511037032633704455;Sim,faço até cara feia,igual criança 🤣🤦🏻‍♀️ ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
752502868;-495838366;1511031881101365250;tas a falar sem ver os jogos, cala a boca cão de merda ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-186086501;1141461872;1511118401120448530;Que dia lixo hein, vai se foder  Como ontem pode ter sido um dia tão foda e hoje está sendo um dia tão merda ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
32043210;1772580665;1511044497752399878;clubinho dos designers alguém pode me dar sugestão de monitor bom to com medo de comprar uns baratos demais que não vão ser bons o suficiente ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-80818811;-66746795;1511033835395371010;Isto é religião ...Parabéns Padre JULIO LANCELLOTTI. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
-1344739273;-228784883;1511037046298656769;Traíra simmmm ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
915871665;2023928920;1511116078973440007;Poha, tudo dando errado na minha vida. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
171034772;-1976606185;1511037054175563780;quase mandei 'ottoke' no grupo da turma do inglês ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
828007045;1872584723;1511027863142731783;Wff só cai na hora errada ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
224547605;1031037610;1511034034998104071;Pessoal, se acalmem que o pastor Ricardinho vai colocar o time em oração para o próximo clássico! ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-1060029686;848329093;1407511983910430000;Acho que pior que se desiludir cm crush amoroso é desiludir cm crush em amizade. Tipo, querer a amizade de alguém do seu círculo social por admira-la pelo que ela faz ou pelo que demonstra ser e essa pessoa te tratar de forma trouxa e totalmente gratuita no pouco que interagiram.;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
-855148503;174953707;1511121926361690113;Fui fofo e pa ne, sou assim com todos os meus amigos, nao é pq to na tua mao, da uma segurada filha kdsksksksksks ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1456449193;-414164720;1511044829362495495;Meu medo é esse aí ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2125147834;558851706;1511121695725260809;Gente, sabem o que é melhor que um quarto secreto? Uma casa de vidro: todas as informações que o quarto dá + opinião do público. Não aproveitou direito na primeira e vocês INSISTEM que agora vai #BBB22 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1451568001;-1400507811;1511032852091179009;Pode dar em cima dele tranquilo,se ele der moral é seu fofa 🥰 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
625589224;-195951735;1511114287686856704;Moro vc não é melhor pessoa para falar em posicionamento...não acha.. ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-2038405298;1696515205;1511038488581394448;Cara  é  frustrante. Se  eu  tô  no  tik  tok  vejo  capacitista, se  to  em  casa  ou  na  rua  vejo  capacitista,  se  to  no  tuiter  vejo  capacitista. Eu  n  aguento  mais  vcs  e  o  pior  vinda  de  pessoas  LGBTs ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
667970708;-1342210479;1511033645389201417;imagina ser fã de h*iley b*eber kkkk puta merda ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1705080124;952506803;1511118602501509124;Senhor, meu coração sempre se alegra quando penso em seu amor e a graça que ofertastes a mim. Graças ao seu filho, Jesus, estou livre do pecado e da morte.  Já não preciso temer a morte, a destruição e as ameaças do inimigo, pois em ti encontro abrigo e descanso. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
170602446;1356033408;1511033222418907139;como se brasileira não fosse vista assim lá fora há tempos. e reduzida a isso há tempos. pra vir a bonita agora e achar legal contar isso pro mundo. pega e faz filha não precisa dessa humilhação internacional não obrigada. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-544481003;-16644240;1407874780884340000;homem me irrita tanto, q maldição;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-225865561;-1526071776;1511122678865924103;Eu n sei como tem gente que fica se achando dizendo que tem muitos amigos sendo que as vezes a pessoa só trocou 3 mensagens no WhatsApp, saiu pra um rolê e já se diz 'amigo' ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
-1446034738;-1697415110;1511114874847387661;tipo meus pais sao mt presentes e tal, e a gente n briga mais mas antigamente ele me batia e ela as vezes e injusta cmg MAS isso n sao PROBLEEMAS n é nada ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
-1380844985;-90772762;1511034450741706758;Fazer limpeza nos dentes é tudo, amo cuidar dos meus dentes 🤗 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
304360424;1042643597;1511115280336011269;Mas agressão e violência é o tapa do WS. O mundo é uma desgraça intolerante e o povo chupa os bagos de todo tipo de discriminação e preconceituoso lazarento, aí alguém da tapa na televisão e chove moralista falando como é barbárie aquilo. Bárbaro é meu ovo(lvl20 inclusive) ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1779134140;98592932;1511030574621896713;Esqueci de trazer o remédio e a dor está vindo 😩 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
951189928;1991203447;1511122362854424576;O abraço dela é sem igual, chega a ser difícil segurar as lágrimas, sabe? O carinho, o acalento, o quentinho no coração.. sou muito cadelinha, meu pai 🥺🌻🪞💛 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
642349190;-809146104;1511032476231159810;Eu to chorando de novo por causa da bosta do cartão top mano ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
128437586;-1706114755;1511040626648887302;Você não vai dominar o resto da sua vida em um dia. Relaxe, planeje e foque no que você tem que fazer hoje. Domine um dia de cada vez e continue fazendo isso todos os dias. O segredo é a constância. Boa semana! ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
-413719619;-164312495;1511118991124746248;isso me deixa tão agoniada e pensando tanta merda, mas fazer oqkk ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
-641789872;1663036311;1511030143078313988;Lali meu amor você ta me deixando curiosa para saber o que é Que você vai revelar hoje Eu tô curiosa para saber qual é a sua surpresa ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-1724890817;-834653796;1511033597309988865;Esse meu quintal é uma vergonha, n vejo a hora de ir embora daqui ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
-1971622503;246504346;1511045143826153474;morro de medo de interagir com o sexo oposto KKKKKK mas com meninas eu fico assim 😻😻😻 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32307352;-260511968;1511122478126575617;As conversas que tenho com os meus amigos me deixam até com medo de me relacionar com alguém ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
207479522;1439754569;1511115114212212736;Não é fake news. Apenas uma grande e triste piada. Nada mais. Do jeito que caminha a justiça brasileira, tudo é possível. ;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-517923025;-639549912;1511029390506921984;KKKKKKKKK realizar nosso sonho amei 🥺 ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1323162544;-1033592736;1511034591842349063;só pq falei q tava dando tudo certo, comeu a dar errado que ódio ;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-597982823;-920589042;1511121069113020417;o difícil é meus amigos pobres como eu toparem fechar uma casinha com piscina ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
